ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_IR,1040000.0,Pumped Hydro Storage,Iran,kW,GESDB,Cumulative Rated Power,National,IR
Pumped Hydro Storage_Cumulative Rated Capacity_IR,0.0,Pumped Hydro Storage,Iran,kWh,GESDB,Cumulative Rated Capacity,National,IR
