ID,2007,2010,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel Battery Storage_Cumulative Rated Power_AU,500.0,1000.0,Flywheel Battery Storage,Australia,kW,GESDB,Cumulative Rated Power,National,AU
Flywheel Battery Storage_Cumulative Rated Capacity_AU,0.0,0.0,Flywheel Battery Storage,Australia,kWh,GESDB,Cumulative Rated Capacity,National,AU
