ID,1951,1955,1958,1959,1960,1964,1967,1968,1969,1973,1974,1976,1979,1983,1989,2004,2010,2013,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_DE,150000.0,249000.0,529000.0,564000.0,613200.0,923200.0,1283200.0,1363200.0,1503200.0,1506700.0,1986700.0,3060700.0,4110700.0,4159700.0,4312700.0,5372700.0,5512700.0,6388420.0,6688420.0,Pumped Hydro Storage,Germany,kW,GESDB,Cumulative Rated Power,National,DE
Pumped Hydro Storage_Cumulative Rated Capacity_DE,375000.0,672000.0,2171200.0,2276200.0,2829700.0,4442100.0,6602100.0,7122100.0,7810900.0,7810900.0,11252500.0,18573700.0,22773700.0,23324950.0,23936950.0,32416950.0,32892950.0,35820050.0,39321050.0,Pumped Hydro Storage,Germany,kWh,GESDB,Cumulative Rated Capacity,National,DE
