ID,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Cable TV_Share of Households_US,0.076,0.087,0.096,0.111,0.13,0.155,0.155,0.16699999999999998,0.177,0.18969999999999998,0.2188,0.2832,0.35259999999999997,0.40399999999999997,0.4353,0.4594,0.4794,0.5032,0.5367999999999999,0.5726,0.5878,0.5905,0.599,0.609,0.6185,0.636,0.649,0.6527,0.6536,0.6507,United States,US,National,%,Cable TV,Share of Households,OWID
