ID,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Microcomputers_Share of Households_US,0.08199999999999999,0.1,0.12,0.13,0.14,0.15,0.17,0.2,0.22,0.22899999999999998,0.25,0.3,0.33,0.366,0.4,0.45,0.51,0.563,0.58,0.618,0.63,0.65,0.67,0.6970000000000001,0.72,0.741,0.767,0.7559999999999999,0.75,0.77,0.75,0.73,0.78,United States,US,National,%,Microcomputers,Share of Households,OWID
