ID,2009,2012,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_DE,800.0,1800.0,1820.0,Sodium-Based Battery Storage,Germany,kW,GESDB,Cumulative Rated Power,National,DE
Sodium-Based Battery Storage_Cumulative Rated Capacity_DE,4800.0,10800.0,10880.0,Sodium-Based Battery Storage,Germany,kWh,GESDB,Cumulative Rated Capacity,National,DE
