ID,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Name,Country Code,Unit,Metric,Spatial Scale,Technology Name,Data Source
Public Roads_Total Length_US,2320000,2325000,2330000,2340000,2351000,2360000,2370000,2382000,2395000,2410000,2430000,2470000,2515000,2590000,2666000,2745000,2850000,2925000,3000000,3050000,3105000,3160000,3196000,3233000,3243000,3246000,3242000,3257000,3262000,3272000,3259000,3291000,3296000,3286000,3309000,3310000,3267000,3245000,3257000,3274000,3287000,3309678,3308497,3311138,3311177,3319286,3316538,3326153,3322660,3321742,3312975,3326510,3343170,3366190,3394561,3418214,3429801,3453118,3478787,3510660,3545693,3573046,3599581,3620457,3644069,3689666,3697950,3704914,3684085,3710299,3730082,3758942,3786713,3806883,3815807,3838146,3857356,3867167,3884761,3917496,3859837,3852473,3865894,3879617,3891464,3863912,3877941,3873992,3870744,3876865,3866926,3883920,3901081,3905211,3906595,3912344,3934264,3960500,3920968,3932017,3951101,3963265,3981671,3990899,3997456,4011628,4033011,4048518,4059352,4067396,4083768,4094447,4092730,4115462,4194257,4171417,4140108,4184471,4195274,4189483,4192479,United States,US,miles,Total Length,National,Public Roads,FHWA
