ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_FO,2300.0,Lithium-Ion Battery Storage,Faroe Islands,kW,GESDB,Cumulative Rated Power,National,FO
Lithium-Ion Battery Storage_Cumulative Rated Capacity_FO,690.0,Lithium-Ion Battery Storage,Faroe Islands,kWh,GESDB,Cumulative Rated Capacity,National,FO
