1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Technology Name,Data Source,Unit,Metric,Country Name,Spatial Scale,Country Code,ID
52.88,50.17,48.6,51.57,51.42,52.55,54.01,52.53,55.99,62.68,65.28,67.65,62.19,65.98,63.88,66.03,66.22,63.84,66.08,62.47,65.37,60.94,48.49,39.22,33.36,64.79,70.0,28.3,2.92,16.26,28.38,186.84,707.54,1083.12,1819.4,2389.84,3560.82,Liquefied Natural Gas,EIA,billion cubic feet,Annual Production,United States,National,US,Liquefied Natural Gas_Annual Production_US
