ID,2014,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sensible Heat Storage_Cumulative Rated Power_CL,110000.0,210000.0,Sensible Heat Storage,Chile,kW,GESDB,Cumulative Rated Power,National,CL
Sensible Heat Storage_Cumulative Rated Capacity_CL,1925000.0,2492000.0,Sensible Heat Storage,Chile,kWh,GESDB,Cumulative Rated Capacity,National,CL
