ID,1985,1995,2001,2006,2011,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_KR,600000.0,1200000.0,1900000.0,3500000.0,4700000.0,Pumped Hydro Storage,South Korea,kW,GESDB,Cumulative Rated Power,National,KR
Pumped Hydro Storage_Cumulative Rated Capacity_KR,3600000.0,7998000.0,14368000.0,17968000.0,20368000.0,Pumped Hydro Storage,South Korea,kWh,GESDB,Cumulative Rated Capacity,National,KR
