ID,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Ethanolamine_Price_World,185.78883924285503,179.02017214732248,169.7221500569083,164.73283156397932,156.32996714192308,152.12657606782545,146.29785500967458,147.93115773402369,140.9978878106657,132.6601870417012,126.0345307835799,115.06347593150888,105.7259891808284,91.03171227810651,81.1444127317012,71.42843232414201,68.61075213572337,68.24770177101776,PCDB,Price,Ethanolamine,Global,World,World,2022 USD/lb
Ethanolamine_Annual production_World,78.1,93.4,93.7,97.4,124.8,126.1,131.2,135.5,145.8,173.9,200.8,207.8,226.8,223.9,255.1,264.3,259.2,283.9,PCDB,Annual production,Ethanolamine,Global,World,World,million pounds
