ID,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Data Source,Spatial Scale,Country Code,Country Name,Metric,Unit,Technology Name
DNA Sequencing (All Methods)_Price_World,5292.39288459743,3656.218303285713,2608.589952991773,1217.7306978608897,884.3891291417459,642.3342361607331,479.59243625179727,32.33062266476818,1.5717986407704363,0.3847305745971492,0.15531990957259165,0.07269606192186956,0.06123722305915391,0.054345393141196505,0.02996992811337209,0.014960385311948828,0.014796723604172404,0.015428810937766584,0.008991592932811883,0.0070742023948494525,0.006720165004447142,0.005829163152286766,NIH,Global,World,World,Price,USD/megabase,DNA Sequencing (All Methods)
