2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Technology Name,Country Name,Country Code,Spatial Scale,Metric,Unit,Data Source,ID
1293,2116,3110,5336,7994,10371,11415,13447,15213,17032,18589,22054,25556,Shale Production,United States,US,National,Annual production,billion cubic feet,EIA,Shale Production_Annual production_US
