ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-Acid Battery Storage_Cumulative Rated Power_IN,40.0,Lead-Acid Battery Storage,India,kW,GESDB,Cumulative Rated Power,National,IN
Lead-Acid Battery Storage_Cumulative Rated Capacity_IN,0.0,Lead-Acid Battery Storage,India,kWh,GESDB,Cumulative Rated Capacity,National,IN
