ID,2021,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_UA,1043.0,Lithium-Ion Battery Storage,Ukraine,kW,GESDB,Cumulative Rated Power,National,UA
Lithium-Ion Battery Storage_Cumulative Rated Capacity_UA,2250.0,Lithium-Ion Battery Storage,Ukraine,kWh,GESDB,Cumulative Rated Capacity,National,UA
