ID,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Objects Launched Into Space_Total Number_World,2,8,14,20,38,77,72,107,163,145,159,140,138,130,156,133,138,128,158,158,137,165,124,130,158,145,154,163,165,134,135,145,139,168,135,130,108,123,105,100,152,157,129,121,86,96,88,74,72,95,111,109,125,120,129,134,210,241,222,221,456,453,586,1274,1810,2163,World,Global,World,UNOOSA,Total Number,-,Objects Launched Into Space
