ID,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Cyclohexane_Price_World,41.783440920349115,39.02024615087722,39.18300004361243,37.59916585771894,37.253161263893496,35.82601437351627,32.098471952573966,28.952821700664202,27.460751731797338,28.83697204315681,28.062407542387575,25.945568168298816,22.448011491872784,21.93802319039941,21.625121713389056,19.600503948431953,17.39315413142752,PCDB,Price,Cyclohexane,Global,World,World,2022 USD/lb
Cyclohexane_Annual production_World,41.0,71.0,51.0,60.0,87.0,108.0,133.0,166.0,210.0,262.0,292.0,273.0,314.0,343.0,283.0,269.0,352.0,PCDB,Annual production,Cyclohexane,Global,World,World,million pounds
