ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-Chemical Capacitor_Cumulative Rated Power_IT,1920.0,Electro-Chemical Capacitor,Italy,kW,GESDB,Cumulative Rated Power,National,IT
Electro-Chemical Capacitor_Cumulative Rated Capacity_IT,384.0,Electro-Chemical Capacitor,Italy,kWh,GESDB,Cumulative Rated Capacity,National,IT
