2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Data Source,Unit,Technology Name,Spatial Scale,Metric,Country Name,Country Code,ID
15000.0,14000.0,15500.0,18500.0,25500.0,57500.0,57500.0,78000.0,67500.0,60000.0,66000.0,70000.0,72000.0,71500.0,69500.0,79000.0,91500.0,99000.0,101000.0,140500.0,177500.0,281000.0,438500.0,Statista,-,Air-Source Heat Pumps,National,Annual Production,Germany,DE,Air-Source Heat Pumps_Annual Production_DE
