ID,2010,2011,2012,2013,2014,2015,2016,2017,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Tablet_Share of Population_US,0.03,0.1,0.25,0.34,0.39,0.45,0.51,0.64,United States,US,National,%,Tablet,Share of Population,OWID
