ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_CZ,40.0,Flow Battery Storage,Czech Republic,kW,GESDB,Cumulative Rated Power,National,CZ
Flow Battery Storage_Cumulative Rated Capacity_CZ,169.9,Flow Battery Storage,Czech Republic,kWh,GESDB,Cumulative Rated Capacity,National,CZ
