ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-Acid Battery Storage_Cumulative Rated Power_IE,247.0,Lead-Acid Battery Storage,Ireland,kW,GESDB,Cumulative Rated Power,National,IE
Lead-Acid Battery Storage_Cumulative Rated Capacity_IE,70.0,Lead-Acid Battery Storage,Ireland,kWh,GESDB,Cumulative Rated Capacity,National,IE
