ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_MQ,120.0,Sodium-Based Battery Storage,Martinique,kW,GESDB,Cumulative Rated Power,National,MQ
Sodium-Based Battery Storage_Cumulative Rated Capacity_MQ,200.4,Sodium-Based Battery Storage,Martinique,kWh,GESDB,Cumulative Rated Capacity,National,MQ
