ID,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
BisphenolA_Price_World,195.18771255359468,193.19911276004441,192.80482882075444,181.7700802033432,176.2206110572633,154.7475608489793,147.0190822095858,140.25672869032547,139.4735136506509,126.75420460789941,122.8857712089497,105.3972642423077,95.43785580227811,90.39187185424557,PCDB,Price,BisphenolA,Global,World,World,2022 USD/lb
BisphenolA_Annual production_World,43.8,50.5,45.8,62.1,72.4,92.9,97.2,126.4,130.4,143.7,182.1,202.2,186.7,255.2,PCDB,Annual production,BisphenolA,Global,World,World,million pounds
