ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_RW,2680.0,Lithium-Ion Battery Storage,Rwanda,kW,GESDB,Cumulative Rated Power,National,RW
Lithium-Ion Battery Storage_Cumulative Rated Capacity_RW,2680.0,Lithium-Ion Battery Storage,Rwanda,kWh,GESDB,Cumulative Rated Capacity,National,RW
