ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Concentrating Solar Power_Total Installed Cost_World,10079.811474127024,11876.022596885427,9178.081751823223,7200.166391146828,6180.3784777631,8256.468361418487,8678.669879702495,8215.065291293686,5892.26459028633,7381.5508972787275,5077.260876628016,9725.28480770701,Total Installed Cost,Concentrating Solar Power,World,World,Global,IRENA,2022 USD/kW
Concentrating Solar Power_Levelized Cost of Energy_World,0.3829857902514993,0.37084467380513403,0.36113057913640595,0.26625608770002507,0.2314761456539576,0.2395122701938826,0.26452394340831026,0.2206029993806483,0.15950737806961715,0.22661291310269172,0.11409538001318682,0.12221368749723663,Levelized Cost of Energy,Concentrating Solar Power,World,World,Global,IRENA,2022 USD/kWh
