ID,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Objects Launched Into Space_Total Number_US,7,11,17,31,55,55,71,96,99,85,61,62,31,46,37,28,19,30,26,24,35,19,16,20,20,25,31,30,11,10,19,25,40,30,28,31,35,40,41,88,91,80,56,34,33,28,21,21,36,46,24,38,35,29,33,80,95,104,105,287,190,362,984,1232,1796,United States,National,US,UNOOSA,Total Number,-,Objects Launched Into Space
