ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_BR,20000.0,Pumped Hydro Storage,Brazil,kW,GESDB,Cumulative Rated Power,National,BR
Pumped Hydro Storage_Cumulative Rated Capacity_BR,0.0,Pumped Hydro Storage,Brazil,kWh,GESDB,Cumulative Rated Capacity,National,BR
