ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_KR,198.0,Sodium-Based Battery Storage,South Korea,kW,GESDB,Cumulative Rated Power,National,KR
Sodium-Based Battery Storage_Cumulative Rated Capacity_KR,138.6,Sodium-Based Battery Storage,South Korea,kWh,GESDB,Cumulative Rated Capacity,National,KR
