ID,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_IL,50.0,Flow Battery Storage,Israel,kW,GESDB,Cumulative Rated Power,National,IL
Flow Battery Storage_Cumulative Rated Capacity_IL,100.0,Flow Battery Storage,Israel,kWh,GESDB,Cumulative Rated Capacity,National,IL
