ID,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
High-Density Polyethylene_Price_World,239.923206525858,237.44721879825448,232.68974387729293,226.48327344451184,219.58208013476332,167.12604395525148,148.08628936116867,130.5226379025444,121.45166629004439,114.42191968618343,103.98454998128699,100.00848535492605,87.06757923489646,71.6248314750148,68.31774132304734,PCDB,Price,High-Density Polyethylene,Global,World,World,2022 USD/lb
High-Density Polyethylene_Annual production_World,70.5,115.4,224.5,286.7,423.7,515.9,658.3,784.4,910.3,1082.2,1261.3,1609.6,1604.5,1889.8,2325.1,PCDB,Annual production,High-Density Polyethylene,Global,World,World,million pounds
