2015,2016,2017,2018,2019,2020,2021,2022,2023,Data Source,Unit,Technology Name,Spatial Scale,Metric,Country Name,Country Code,ID
102000.0,134370.0,208580.0,339290.0,400420.0,513760.0,659560.0,739440.0,781360.0,Statista,-,Electric Bicycles,National,Annual Production,France,FR,Electric Bicycles_Annual Production_FR
