ID,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Pentaerythritol_Price_World,268.71535483961543,267.2400647697929,254.8065987183728,247.55717051868345,244.07864888863907,225.242055124216,208.58116660230772,211.65712533776627,210.55019302713018,203.2937869722929,182.86142823328402,170.15756632258876,172.91401437557695,157.04841150674557,161.82032794245563,152.4564565254438,148.150174981287,150.9979685576923,144.5644427687426,125.89623603349112,97.92112313991126,PCDB,Price,Pentaerythritol,Global,World,World,2022 USD/lb
Pentaerythritol_Annual production_World,40.9,56.3,53.7,61.2,57.1,56.5,53.3,64.1,64.3,62.4,62.0,69.2,69.3,69.3,80.8,85.7,92.4,92.0,85.2,88.1,110.1,PCDB,Annual production,Pentaerythritol,Global,World,World,million pounds
