ID,2010,2012,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_IT,10.0,1510.0,1960.0,Flow Battery Storage,Italy,kW,GESDB,Cumulative Rated Power,National,IT
Flow Battery Storage_Cumulative Rated Capacity_IT,100.0,6100.0,7540.0,Flow Battery Storage,Italy,kWh,GESDB,Cumulative Rated Capacity,National,IT
