ID,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Polyvinylchloride_Price_World,4.141480779944289,3.6926891364902503,3.6611949860724233,3.881654038997214,3.637574373259053,3.590333147632312,3.5115977715877436,3.480103621169916,3.3383799442896933,2.9447030640668523,2.684876323119777,2.3463142061281332,2.1258551532033425,1.9368902506963788,1.7557988857938718,1.432983844011142,1.3385013927576601,1.3227543175487464,1.2282718662952645,1.2125247910863508,1.110168802228412,1.0078128133704736,0.9684451253481894,PCDB,Price,Polyvinylchloride,Global,World,World,2022 USD/lb
Polyvinylchloride_Annual production_World,,136.0,173.0,227.0,325.0,411.0,356.0,435.0,396.0,527.0,637.0,689.0,657.0,905.0,936.0,977.0,1215.0,1386.0,1637.0,1837.0,2160.0,2142.0,2395.0,PCDB,Annual production,Polyvinylchloride,Global,World,World,million pounds
