ID,1900,1908,1911,1919,1928,1939,1940,1941,1943,1946,1948,1951,1954,1961,1962,1964,1966,1968,1975,1976,1979,1980,1983,1984,1986,1987,1993,1996,1998,1949,1953,1955,1958,1960,1965,1973,1977,1982,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Computing Growth_Computing Capacity_World,5.821e-06,0.0001299,5.787e-05,0.001064,0.0006993,0.008547,0.01431,0.0463,5.308,0.7981,0.3698,1.43,0.3669,282.5,29.43,158.6,49.72,213.6,10580.0,777.0,1114.0,5621.0,86280.0,85030.0,538200.0,232600.0,3549000.0,48080000.0,133300000.0,1.4405000000000001,8.992,9.943999999999999,0.62005,76.507,1137.3,2064.8,15295.0,126600.0,Kurzweil,World,World,Global,Computing Capacity,Computing Growth,calculations per second/thousand USD
