ID,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Metric,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Unit
Onshore Wind Energy_Total Installed Cost_World,5809.130337494513,5494.111720806925,5382.567727861264,4743.934793283249,4587.303935518192,3522.562782004694,3301.139308349296,3721.975436206484,3660.944505668059,3602.115509080189,3604.9673943533458,3336.922253027287,3050.337530844413,2901.9612888352144,2715.9504032680616,2727.958178747117,2545.3401911369688,2486.7992329868193,2325.7828430677396,2304.8617970710116,2179.3350658580375,2212.163488097221,2086.5451694589187,2126.385127410101,2150.582752736955,2264.1184823008502,2299.472119208539,2182.2822818337195,2149.354498771137,2208.643860511632,2042.5292221970285,1988.5984079529917,1841.436151850907,1831.6126074493945,1825.3066606731202,1735.3947962608981,1652.543616570267,1493.9595738678413,1417.6735759504193,Total Installed Cost,Onshore Wind Energy,World,World,Global,IRENA,2022 USD/kW
