ID,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
High-Speed Rail_Cumulative Total Capacity_World,515,515,515,515,515,515,515,515,676,676,676,1069,1069,1191,1191,1191,1191,1616,2391,2391,2391,2470,2490,2490,2490,2792,2806,3236,3960,3960,4411,4567,4567,4884,5034,5283,6018,7047,7352,8453,9230,9251,9830,10864,11724,15432,18161,20469,24260,27227,33397,38828,41115,43936,48755,53458,56167,58839,UIC,World,World,Global,Cumulative Total Capacity,High-Speed Rail,kilometers
