ID,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow Battery Storage_Cumulative Rated Power_CA,4000.0,9000.0,Flow Battery Storage,Canada,kW,GESDB,Cumulative Rated Power,National,CA
Flow Battery Storage_Cumulative Rated Capacity_CA,14000.0,34000.0,Flow Battery Storage,Canada,kWh,GESDB,Cumulative Rated Capacity,National,CA
