ID,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Polyester Fiber_Price_World,897.5817148017753,839.3797656544378,812.9972304233729,812.9972304233729,701.2079343365385,593.808383939719,567.0763375279735,392.630741023003,368.42882622424554,295.6706927554734,258.4554902486391,227.79968148517756,210.2178631979586,PCDB,Price,Polyester Fiber,Global,World,World,2022 USD/lb
Polyester Fiber_Annual production_World,102.1,101.0,148.7,207.1,246.5,378.5,499.2,708.4,1080.8,1302.1,1465.4,1819.4,2327.5,PCDB,Annual production,Polyester Fiber,Global,World,World,million pounds
