ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unit,Data Source,Spatial Scale,Country Code,Country Name,Metric,Technology Name
Lithium-Ion Cells_Price_World,8673.505347252762,6957.594686048711,5539.021034250675,6323.165381924886,5934.6414842214945,4998.5205049559145,4280.416058870556,3443.7598461262887,2608.4583589689505,2533.830990398761,1768.5872265621053,1267.1189194936346,979.7405238468984,876.6555919725586,755.7691479893797,647.2437437170978,617.6172138192268,647.583774471105,576.8783877951458,518.6274291281699,494.02705942906886,508.241932418157,462.2867161066988,408.96283611333024,312.598794735357,280.76896860449654,219.45505139782895,209.48670498035932,2022 USD/kWh,Ziegler & Trancik,Global,World,World,Price,Lithium-Ion Cells
