2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Data Source,Unit,Technology Name,Spatial Scale,Metric,Country Name,Country Code,ID
3560,6000,7280,9920,10810,12710,13770,17360,20470,30530,50870,87000,196100,116330,Statista,-,Air-Source Heat Pumps,National,Annual Production,Poland,PL,Air-Source Heat Pumps_Annual Production_PL
