ID,1965,1966,1967,1970,1971,1972,1974,1975,1977,1984,1985,1986,1988,1990,1991,1992,1993,1995,1996,1998,1999,2001,2002,2004,2005,2006,2008,2009,2010,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021,2022,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Objects Launched Into Space_Total Number_FR,3,1,2,2,2,1,2,7,2,1,1,1,2,2,2,2,3,3,1,1,2,1,3,7,1,3,1,3,9,19,5,8,2,2,2,2,7,4,9,8,France,National,FR,UNOOSA,Total Number,-,Objects Launched Into Space
