ID,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Data Source,Spatial Scale,Country Code,Country Name,Metric,Technology Name
Flue Gas Desulphurization (Wet and Dry)_Price_World,68.66061854813167,68.66061854813167,9.80865979073749,307.33800688884133,467.5461165923896,225.59917519993152,225.59917519993152,451.1983502961092,415.2332644442922,304.06845362958524,313.87711340735353,306.5376169520188,287.44588547497864,1210.0291312624986,386.6100572355989,328.30911489394964,456.36090996385053,368.62100453541547,408.3943768156613,291.2924396855378,17.212618517404074,498.3268181596783,135.93010847562095,136.5070916331433,137.04560925374773,206.21947879853852,422.54969694341736,325.01389994212656,325.60370489341125,110.35052186004896,265.6278049194971,270.2429023495045,266.3988639097822,190.58744549240367,199.43492505004772,77.1235854759195,69.04153670458584,196.36194549685675,323.71612325359115,455.2970550896183,790.0379548439068,464.52162182347365,2022 USD/MW,Healey,Global,World,World,Price,Flue Gas Desulphurization (Wet and Dry)
