ID,1957,1960,1961,1962,1964,1965,1966,1967,1968,1971,1974,1975,1981,1984,1985,1988,1989,1990,1991,1993,1994,1995,1996,1998,1999,2010,2012,2018,Data Source,Spatial Scale,Country Code,Country Name,Metric,Unit,Technology Name
Space Launches_Price_World,1031.489054555013,193.45463658693546,128.8928985126304,35.73953357684743,32.28086903715251,4.726841537583047,14.353457839733887,11.759459434962702,5.995018535471182,8.877238985216943,12.220614706922024,32.28086903715251,71.13320069972536,7.263195533359316,5.072707991552539,20.63669842017964,23.211482021952524,50.15063582557623,22.827185961986423,19.25323260430168,21.213142510128794,27.842249544544043,15.102835156667783,13.488791704810158,7.205551124364401,3.1127980857254216,11.528881798983042,1.6140434518576257,NASA,Global,World,World,Price,Thousand 2022 USD/kg,Space Launches
