ID,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Formaldehyde_Price_World,22.618723239258877,21.534508185988166,18.7460056109142,17.9524286779571,18.659876314371303,17.669534675060653,16.484211421989645,15.16613639118639,14.996442212831361,13.308688252161245,11.270530411155326,PCDB,Price,Formaldehyde,Global,World,World,2022 USD/lb
Formaldehyde_Annual production_World,2398.1,2537.2,2839.9,3106.6,3712.6,3707.1,4304.6,4397.8,4426.9,4521.6,5651.8,PCDB,Annual production,Formaldehyde,Global,World,World,million pounds
