ID,2014,2015,2016,2017,2018,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Amazon Prime Users_Share of Households_US,0.11130000000000001,0.1709,0.2458,0.3251,0.36579999999999996,United States,US,National,%,Amazon Prime Users,Share of Households,OWID
