ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-Based Battery Storage_Cumulative Rated Power_CN,100.0,Sodium-Based Battery Storage,China,kW,GESDB,Cumulative Rated Power,National,CN
Sodium-Based Battery Storage_Cumulative Rated Capacity_CN,170.0,Sodium-Based Battery Storage,China,kWh,GESDB,Cumulative Rated Capacity,National,CN
