ID,2012,2013,2014,2015,2016,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_DE,227.0,972.0,64490.0,83404.0,196404.0,226404.0,Lithium-Ion Battery Storage,Germany,kW,GESDB,Cumulative Rated Power,National,DE
Lithium-Ion Battery Storage_Cumulative Rated Capacity_DE,262.90999999999997,1004.81,41693.21,61807.61,336307.61,358807.61,Lithium-Ion Battery Storage,Germany,kWh,GESDB,Cumulative Rated Capacity,National,DE
