ID,2012,2013,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-Ion Battery Storage_Cumulative Rated Power_DK,1200.0,1600.0,Lithium-Ion Battery Storage,Denmark,kW,GESDB,Cumulative Rated Power,National,DK
Lithium-Ion Battery Storage_Cumulative Rated Capacity_DK,300.0,400.0,Lithium-Ion Battery Storage,Denmark,kWh,GESDB,Cumulative Rated Capacity,National,DK
