ID,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Maleic Anhydride_Price_World,187.72253769748522,168.45868125153848,154.11301772161244,118.94980409183432,94.98294498652368,87.25478566372782,82.23484553142013,87.83761713368344,89.73604232426037,82.70249486329882,95.98870383328402,99.95317765741125,88.27717036819527,76.64077415656806,PCDB,Price,Maleic Anhydride,Global,World,World,2022 USD/lb
Maleic Anhydride_Annual production_World,60.6,90.1,77.7,84.0,86.6,118.1,128.2,168.6,168.2,181.7,200.7,215.1,228.6,274.4,PCDB,Annual production,Maleic Anhydride,Global,World,World,million pounds
