ID,1968,1972,1973,1974,1976,1979,1981,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1998,1999,2000,2001,2002,2003,2004,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Internet Backbone Bandwidth_Computing Capacity_World,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,56000.0,56000.0,56000.0,1544000.0,1544000.0,1544000.0,1544000.0,1544000.0,1544000.0,44736000.0,44736000.0,44736000.0,145000000.0,145000000.0,622080000.0,2488000000.0,2488000000.0,2488000000.0,2488000000.0,2488000000.0,9952000000.0,9952000000.0,Kurzweil,World,World,Global,Computing Capacity,Internet Backbone Bandwidth,bits/second
