ID,1969,1970,1972,1974,1975,1976,1983,1984,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2005,2006,2007,2008,2009,2010,2012,2013,2014,2016,2017,2018,2019,2020,2021,2022,Country Name,Spatial Scale,Country Code,Data Source,Metric,Unit,Technology Name
Objects Launched Into Space_Total Number_DE,1,1,1,4,2,1,2,1,1,1,2,2,1,1,1,3,2,1,2,3,2,3,1,5,1,1,3,9,4,2,1,6,1,2,2,12,11,5,10,2,Germany,National,DE,UNOOSA,Total Number,-,Objects Launched Into Space
