ID,1952,1956,1966,1970,1974,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,1980,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Magnetic Data Storage_Computing Capacity_World,0.33148081808975666,258.9235312968684,2343.0296881209065,11317.306238863752,20185.600235864174,24979.272666675217,18440.964351181246,23642.261988693906,67192.93907269489,126265.98402789352,349073.9220109985,543282.8754919178,681060.1953570651,879818.2461447746,997051.2555921602,2629997.833638846,3388180.7181038577,8128046.621630284,11522749.343041368,48018249.34945072,53349987.0531079,100373630.89820668,142147062.0809886,397190001.4100576,882100947.3023037,3722433387.5991855,7845969978.592764,10683041417.236032,19272519772.85255,32569.254015459363,Kurzweil,World,World,Global,Computing Capacity,Magnetic Data Storage,bits/2022 USD
