ID,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Country Name,Country Code,Spatial Scale,Unit,Data Source,Technology Name,Metric
Internet Traffic_Computing Capacity_World,15,33,65,128,252,498,1000,2002,4444,8715,25830,150500,1200000,5000000,11200000,25500000,75250000,175000000,356000000,681050000,1267800000,1802745619,2910579371,4477367718,6491159470,9301984735,13751003569,19974008812,26214897380,32798830927,42423169029,World,World,Global,GB/month,Cisco,Internet Traffic,Computing Capacity
