2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Data Source,Technology Name,Spatial Scale,Metric,Country Name,Country Code,ID
20740.0,20230.0,21540.000000000004,22610.0,22790.000000000004,23240.000000000004,23680.0,25750.0,28030.0,30900.0,35330.0,40780.0,51750.0,Statista,Air-Source Heat Pumps,National,Annual Production,Switzerland,CH,Air-Source Heat Pumps_Annual Production_CH
