ID,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Unit,Metric,Spatial Scale,Technology Name,Data Source,Country Name,Country Code
Crude Oil_Price_World,15.0382662034406,29.00237053520687,70.54630670725994,142.1028003123206,118.71156635218213,70.43432844264525,47.5481040747269,75.19900360200064,75.40616339153783,84.17229343300637,99.89705406571254,83.7846259905976,42.12249053922901,28.51493573629582,33.89887465154049,66.2911326519014,62.665836335000535,34.00277924817356,25.45105985742643,27.14507587039066,24.573437103722068,22.287535977794434,29.59425564817027,25.77988492018388,27.00749848781168,21.790140825393514,20.562527257765712,27.00749848781168,28.84891883925339,26.70059509590473,20.562527257765712,17.186589946789255,19.641817082044863,26.77141895557557,45.077970203292956,39.11176826462183,26.184997397501057,30.16246535661514,42.757780560476405,39.443223927881334,31.819743672912676,25.49658948150054,28.84891883925339,26.39369170399778,19.02801029823096,22.403947609207417,21.307864066682594,22.097044217300468,21.483237433486565,18.052495945383868,18.05249594538387,21.144585414830622,26.5052929374185,22.296491137283965,17.441555074884086,27.87317497997833,33.659450302526515,36.37339693901673,32.16077431666029,42.40622604334804,26.751431412438375,26.576365768169456,21.729901963739902,23.141861897439394,26.517835201668667,29.39364072735644,20.714116995063957,18.895377930319246,20.510367497013196,19.72247519289165,11.811185911260187,17.625037602888213,14.306044386576923,20.665664539351383,19.554220579540043,21.76808249884141,22.74214298136944,22.191473900416653,20.319298698800356,20.124436765483168,21.425177547984138,20.203511173206074,19.20046227860316,19.028802149792895,16.14048204697251,15.861395902068086,23.535711144588745,22.870915765094676,20.66439093194408,19.65289746648839,18.20887585066595,17.82538158548032,19.95839712153556,19.862212075166713,19.942366280474083,19.653811141367544,18.66970023516885,19.908587997063034,19.735820383550774,17.743843024295447,16.645495071085275,16.466082549361005,16.271718984159712,16.04745333200437,15.778334549417961,15.349737969743313,14.916157708909651,14.318115969828746,13.585514839454632,12.827995303285478,15.293920740762427,16.417574719413334,20.50449782809259,65.05315302746288,59.34531530893397,62.26721988534257,63.553231121306915,59.53579571343396,120.54955726678087,123.75200720486025,109.43873856688786,94.59526068651671,82.14400839395006,76.69251617807605,70.91607431962441,36.45302064298419,44.93073081681532,34.92799318800079,40.69585007244769,50.26010527646235,40.65841909067139,38.128173445574966,32.51872887568662,29.550909793318173,30.914882599686695,36.47233060164538,32.93574553231229,21.598773870215798,29.86432515088562,45.81630964929066,38.214618006659045,38.51149667624812,43.3825579604478,56.085100743904654,77.29297561604017,89.46683115698343,96.66372099567977,125.06734928556811,79.58998021740808,100.93747401580193,136.9414289703484,134.66432818800268,129.14147910429173,115.72087692522277,61.19554089132723,50.451574522791816,61.21216015779793,78.62664151545425,69.53870560943167,46.860567990310265,75.860223653251,2022 USD/barrel,Price,Global,Crude Oil,BP,World,World
