ID,1990,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped Hydro Storage_Cumulative Rated Power_RO,53000.0,Pumped Hydro Storage,Romania,kW,GESDB,Cumulative Rated Power,National,RO
Pumped Hydro Storage_Cumulative Rated Capacity_RO,0.0,Pumped Hydro Storage,Romania,kWh,GESDB,Cumulative Rated Capacity,National,RO
