ID,1989,1991,1992,1993,1995,1996,1997,1998,1999,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Lead-Acid Battery_Cumulative Total Capacity_World,1971.374845586572,2306.0576054577773,2533.5572154821803,2867.4418357968752,3283.0423288493253,3577.2787835059357,3923.706368701142,4296.584526168403,4529.628915348555,4895.022235581268,5485.5156408173525,5859.917990945568,6427.39885053227,6798.4235656057235,7444.492209540544,8098.312517034279,8246.694464185199,8370.11784492147,8867.912371404998,9395.312143022256,10390.565539267482,Schmidt & Staffell,World,World,Global,Cumulative Total Capacity,Lead-Acid Battery,GWh
Lead-Acid Battery_Levelized Cost of Energy_World,191.5123256776156,185.8388149047645,205.20221763182653,211.36527275272513,207.41274814528057,192.53047260969907,186.3262803382089,185.75610928917447,170.03522627672962,166.58105092422153,156.46736234019735,170.55243965475103,170.02785845746038,159.61747869279733,156.01191368819653,163.61029581171772,182.18484508946963,204.66617534681532,205.9066876280644,187.0270886664792,191.00000618150762,Schmidt & Staffell,World,World,Global,Levelized Cost of Energy,Lead-Acid Battery,2022 USD/kWh
Lead-Acid Battery_Total Installed Cost_World,23.93904070970195,23.22985186309556,25.650277203978316,26.42065909409064,25.92659351816007,24.066309076212384,23.290785042276113,23.21951366114681,21.254403284591202,20.82263136552769,19.55842029252467,21.31905495684388,21.253482307182548,19.952184836599667,19.501489211024566,20.451286976464715,22.773105636183704,25.583271918351915,25.73833595350805,23.3783860833099,23.875000772688452,Schmidt & Staffell,World,World,Global,Total Installed Cost,Lead-Acid Battery,2022 USD/kW
