ID,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,Country Name,Country Code,Spatial Scale,Unit,Technology Name,Metric,Data Source
Colour TV_Share of Households_US,0.1,0.15,0.21,0.25,0.31,0.39,0.43,0.48,0.57,0.64,0.69,0.74,0.75,0.78,0.79,0.8,0.85,0.88,0.89,0.9,0.905,0.91,0.93,0.94,0.96,0.96,0.95,0.95,0.96,0.94,0.96,0.95,0.94,0.95,0.94,0.94,0.96,0.95,0.97,0.96,United States,US,National,%,Colour TV,Share of Households,OWID
