ID,1949,1951,1955,1960,1962,1965,1968,1973,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Random Access Memory_Computing Capacity_World,0.039507035033520925,0.056399023599236014,0.1476336973631924,0.1693438158721206,0.3455520402250965,1.8951311109971676,10.618310534411815,18.56814341567215,170.90909666585483,278.2286610862571,466.8613017394983,621.7425752778455,814.239502890618,1263.344650626194,1584.9283286972352,2952.021746933125,8746.984735486023,10659.073055081977,22249.814282601175,34326.93390675674,27111.967748138086,40289.67543038803,42241.38492007538,124656.67971183553,163376.18284600892,267565.18567894277,297876.19604927517,289870.43698965537,360487.4277986438,425544.4107882222,2859735.4001358785,6168673.778056942,10103724.473471692,12011736.541000629,85842607.52970736,51310230.518773,59395884.11890632,153177400.1743344,Kurzweil,World,World,Global,Computing Capacity,Random Access Memory,bits/2022 USD
