ID,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,Data Source,Metric,Technology Name,Spatial Scale,Country Name,Country Code,Unit
Urea_Price_World,30.592202026180473,31.02138989688018,30.743203137727814,30.472991564967455,28.54718874633728,28.77451101271302,24.652014652109468,20.699076868325445,16.545473175393493,18.153256308208583,17.023855614810653,15.41453693293935,PCDB,Price,Urea,Global,World,World,2022 USD/lb
Urea_Annual production_World,915.0,1029.0,1106.0,1244.0,1395.0,1772.0,2180.0,2436.0,2976.0,3250.0,3181.0,3467.0,PCDB,Annual production,Urea,Global,World,World,million pounds
