ID,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,Data Source,Country Name,Country Code,Spatial Scale,Metric,Technology Name,Unit
Desalination Capacity_Total Capacity_World,0.0,0.0,0.0,0.0,0.0,3.5,7.0,11.0,21.3,30.2,50.4,76.0,95.4,Jones et al.,World,World,Global,Total Capacity,Desalination Capacity,million cubic meters/day
